,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
880,46,10,17,6,9,1,10,40,0,187370,31319.0,1,-1504,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1249,50,10,12,5,8,1,2,60,0,137815,28516.93,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
592,35,12,18,10,9,0,5,60,0,261293,45842.5,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527,31,10,17,2,3,1,4,40,0,168387,26886.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
238,50,1,5,4,1,0,0,40,0,204518,17860.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2284,43,10,21,1,2,0,6,40,1,57600,38310.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
240,45,6,12,2,10,0,9,60,0,98092,24179.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1089,55,7,12,7,8,1,4,40,1,176317,25062.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2069,53,10,17,9,3,1,6,40,0,149784,27548.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
962,49,10,12,3,3,1,10,40,0,31339,33967.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
550,52,16,17,8,7,0,5,55,0,51048,69310.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
393,30,6,16,2,9,0,4,25,1,29662,19212.12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1453,45,13,12,3,6,1,14,40,1,428350,49454.0,1,-1740,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2544,20,1,13,4,9,0,0,20,1,243986,15000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1354,25,4,17,2,9,1,6,40,0,212495,17259.38,1,-1340,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1497,20,8,13,6,9,0,1,20,0,180052,25427.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1635,25,5,5,9,1,0,5,40,0,282063,16692.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
960,27,7,17,2,2,0,3,40,1,137645,17084.0,1,-1590,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1083,54,8,21,9,3,1,11,45,0,99185,26793.0,1,15024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
983,34,16,16,5,5,1,9,25,1,196791,96229.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2075,40,8,17,2,7,0,9,40,1,29841,23889.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1780,48,14,9,3,5,0,17,50,0,104790,55787.52,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1496,51,3,5,3,9,0,3,40,0,120914,19540.0,1,2961,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
459,21,3,13,1,7,0,1,35,1,204226,19140.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2100,45,8,14,3,3,1,0,40,0,107787,21698.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2601,38,7,13,4,6,1,17,38,1,37028,18089.45,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
221,40,18,17,8,7,0,3,40,0,347890,135103.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
381,34,6,9,1,1,0,2,40,0,243867,16218.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1911,47,9,13,10,5,0,1,50,0,30575,27111.24,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1795,49,13,12,5,10,1,4,60,0,128132,51401.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
211,75,5,14,4,2,0,3,20,1,314209,17160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1560,45,2,17,10,6,0,12,45,0,182655,16139.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2246,19,6,13,3,1,0,1,40,0,143867,17467.44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
724,22,2,13,8,3,0,2,40,0,219941,16640.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2650,49,15,17,6,2,1,2,52,0,102771,75576.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
648,65,9,9,2,4,1,17,59,0,118474,29829.0,1,9386,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2194,29,13,12,8,2,1,0,40,1,251854,44382.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1348,25,4,13,6,6,0,1,40,0,224943,21162.58,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2126,37,11,6,8,9,1,0,50,0,758700,33580.0,1,3781,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1424,33,7,12,3,2,0,2,60,1,119829,27381.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
262,21,1,12,8,2,0,1,40,0,205759,16121.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2293,43,9,13,8,1,1,2,15,1,149670,21687.0,1,4064,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2298,19,1,13,2,3,1,1,30,0,129059,15117.99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2247,59,10,20,3,6,1,1,25,0,104216,31808.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
478,29,5,21,9,4,0,1,40,0,133937,17646.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
395,33,10,18,10,7,1,7,50,0,208405,23230.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2141,37,6,17,10,5,0,5,50,0,65390,21076.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
621,35,6,18,3,7,1,5,60,0,203628,21888.84,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,56,16,17,5,3,1,1,40,0,216851,91826.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1062,24,12,17,9,3,0,2,65,1,191269,44426.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2449,43,10,13,7,4,1,1,40,0,128170,25101.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
269,31,12,12,8,1,1,3,40,1,127595,37992.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,29,8,14,4,5,1,1,45,1,177119,22300.0,1,2174,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,37,13,13,1,2,0,5,80,0,280464,47733.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
568,21,7,17,4,7,0,1,40,0,226181,21684.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924,66,2,6,2,3,0,42,1,0,150726,16456.32,1,1409,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
819,42,7,4,5,2,1,3,38,1,274198,24446.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1931,44,8,18,5,8,1,14,35,0,146659,24153.0,1,-1887,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2077,58,6,12,2,5,1,3,47,0,190541,19569.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
338,57,16,17,10,2,0,9,45,1,212448,73387.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1345,42,12,12,8,4,0,9,50,0,245317,33395.88,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
201,45,6,17,2,2,0,11,55,0,109434,17547.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2285,20,2,13,7,6,1,0,40,1,174063,13555.36,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1834,23,1,17,5,2,0,3,40,0,194102,19144.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1038,54,13,16,7,3,1,22,40,0,96062,53937.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1876,42,9,16,3,8,1,2,45,0,33521,24093.84,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2574,71,7,1,6,5,0,15,10,0,235079,25193.01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2039,23,10,13,8,7,1,4,40,0,196827,27404.16,1,-1902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1427,24,8,17,3,5,0,6,50,0,216129,30559.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1975,28,7,16,2,9,0,2,60,0,183151,18793.86,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2115,47,9,12,8,8,0,1,40,0,481987,30371.55,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1915,27,9,18,3,8,1,8,25,1,79787,23070.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
153,39,7,16,8,6,0,15,42,0,235485,24296.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
415,32,10,13,8,8,0,2,40,0,115745,31175.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2322,23,2,8,3,1,1,1,40,1,133985,13803.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
105,36,5,12,4,4,1,5,40,1,102864,19739.16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
578,71,11,12,3,9,1,49,15,0,78277,37963.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,41,18,20,7,7,1,10,60,0,220531,162458.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
795,47,2,13,3,4,1,2,55,0,341995,18459.12,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,53,7,17,8,6,1,7,40,0,88506,18339.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1573,38,2,12,5,5,0,6,60,0,304651,13569.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1143,65,6,12,4,4,0,27,40,0,36039,17507.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1891,26,4,13,5,7,0,6,35,1,211265,19713.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
278,21,8,13,9,7,0,0,25,1,153718,22324.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
191,58,19,12,5,7,1,26,35,1,210563,169384.09,1,15024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,63,10,12,10,9,1,36,40,0,215833,28411.68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1300,76,1,12,9,1,0,38,2,1,211453,13822.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1687,63,3,13,9,8,0,6,40,0,174018,19879.68,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,42,9,12,9,6,0,16,40,0,124692,22977.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
505,24,2,12,8,4,0,3,40,0,354351,14003.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1841,24,3,17,9,9,0,2,40,1,99386,16967.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2368,28,8,12,3,2,0,4,40,1,185957,24014.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
123,46,11,16,3,3,0,4,36,1,146195,35885.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2660,29,5,12,8,4,1,3,56,0,190562,19138.51,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2621,47,11,9,2,9,0,10,40,1,239439,32987.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2664,55,10,12,7,8,0,35,30,0,149168,30024.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1137,46,10,17,5,8,0,9,40,0,129007,29966.0,1,-1977,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
860,36,4,14,9,6,0,0,20,1,94954,19802.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1130,37,3,13,3,6,1,9,37,0,387430,17626.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1112,34,5,12,8,9,0,2,40,1,190040,20603.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
687,26,4,13,3,6,0,1,38,1,171114,22077.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1704,34,6,18,6,2,0,7,55,0,192002,20441.4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2470,24,9,12,2,4,0,0,40,0,199011,23533.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1938,41,19,12,8,6,1,1,40,0,220132,165544.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2343,42,14,12,7,9,0,3,60,0,245626,64106.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
883,47,13,12,4,2,0,6,50,0,192835,41574.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
98,32,12,12,4,6,1,1,40,0,317660,43947.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
979,43,8,13,1,2,1,5,40,1,182254,23204.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2127,36,6,12,2,3,0,12,40,0,166606,20238.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2479,27,1,12,1,6,0,4,70,0,300777,15517.56,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
341,45,6,12,7,6,1,4,40,0,256649,20416.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
433,52,7,10,8,5,0,19,40,0,271749,24934.0,1,594,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
659,19,4,13,3,1,0,1,25,1,192453,16231.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1238,19,6,13,7,6,1,1,40,0,194095,20084.52,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2590,43,6,12,2,4,0,5,40,0,307767,22483.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
78,53,2,12,6,4,1,1,35,1,346253,18125.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
473,67,8,20,9,10,1,26,48,0,231559,23088.0,1,20051,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1031,46,7,12,6,7,0,23,45,0,106092,20806.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
222,41,5,12,9,4,1,10,20,1,196001,20360.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
280,55,10,12,3,9,1,10,40,0,238638,24036.0,1,4386,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2297,54,10,12,7,1,0,1,20,1,175083,29131.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1685,32,2,17,1,8,0,6,37,0,171111,17180.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
870,49,4,12,3,8,0,1,44,1,123207,14463.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15,25,3,12,5,1,0,3,35,0,176756,20568.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
261,60,9,17,9,1,1,0,42,1,173960,25758.12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1922,56,7,13,3,3,0,6,40,1,242670,17977.2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2345,42,11,16,9,6,0,8,50,0,235786,30551.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2508,53,7,12,4,4,0,7,20,1,104413,22402.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511,36,8,16,4,8,1,1,35,1,28738,30246.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2406,46,13,12,4,8,1,13,40,0,377622,46873.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2692,42,9,17,7,8,1,8,45,0,194636,25886.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1196,38,9,13,4,4,1,4,40,0,34180,29343.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2505,41,13,12,1,6,0,5,30,1,31221,42163.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
813,39,14,17,10,10,1,4,45,0,202027,67715.5,1,15024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1591,51,16,14,5,2,1,16,50,0,120173,71594.0,1,3103,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
817,23,12,13,1,3,1,0,25,0,257509,39141.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2582,21,2,12,1,5,0,2,40,1,108670,14392.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2402,55,18,18,3,6,1,14,45,0,146326,109739.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2564,38,11,16,2,5,0,3,33,1,115433,35489.0,1,7688,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
87,34,12,17,8,7,1,8,40,0,226296,43736.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2026,38,6,17,7,9,1,5,40,0,123983,20754.85,1,-1741,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2578,34,5,17,7,8,1,6,40,1,255098,15611.24,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2427,42,6,18,9,6,0,11,20,1,39586,21789.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1749,24,4,12,9,8,0,3,40,1,249101,19124.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1082,31,2,13,9,3,0,3,20,1,32406,17941.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1817,24,5,16,1,4,0,2,40,1,33432,22099.92,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1433,39,8,8,8,7,1,1,40,0,379350,19938.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1293,60,9,9,10,4,1,5,40,0,185749,23684.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2147,18,12,13,5,1,1,0,40,1,343059,32936.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2628,31,3,12,1,2,1,3,40,0,176360,18211.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1200,26,6,12,9,8,0,2,40,0,195105,17566.56,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1389,41,8,12,8,1,1,9,50,0,195124,23435.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2138,63,4,5,6,4,1,12,40,1,30602,23442.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2348,34,12,14,6,6,1,0,40,0,314375,32898.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1380,38,13,17,2,10,1,19,40,0,180342,46873.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2456,55,4,12,3,3,1,7,20,0,205527,21775.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1778,23,2,17,5,9,0,5,40,0,120172,17057.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
282,43,2,12,1,3,0,13,40,1,173321,16874.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
843,44,8,13,6,6,0,10,40,0,325159,23527.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,31,6,12,9,3,1,0,40,0,223212,19588.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1793,30,6,17,6,1,0,0,45,1,204704,24023.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1105,55,3,12,4,1,0,1,25,1,326297,17454.96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2200,37,13,12,8,8,0,4,40,1,291251,53711.04,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2392,23,8,5,7,9,0,1,25,0,287681,21849.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
652,25,12,14,8,3,0,4,15,1,332702,34966.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1689,42,7,17,2,7,0,2,60,0,201522,20223.02,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1618,38,1,13,5,1,0,6,40,1,204640,14947.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
605,22,12,12,1,6,1,1,40,1,240817,43468.0,1,2597,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
749,24,6,17,6,2,0,1,50,0,321435,21036.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
959,19,7,13,2,8,0,1,20,0,36012,22083.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1469,71,5,12,5,9,0,2,20,1,133821,19810.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1527,22,1,13,8,6,1,0,35,1,376277,14425.44,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1339,49,6,13,8,3,0,4,45,0,50282,20263.0,1,3325,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2425,24,4,9,3,3,0,6,35,0,265567,17374.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11,30,7,17,3,8,1,6,40,0,141297,21732.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
708,18,5,13,2,6,0,0,33,0,196061,19305.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2195,25,2,8,3,9,1,1,25,1,345121,14470.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2274,27,10,12,2,2,0,5,40,1,188343,30887.16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,28,12,17,8,9,1,4,40,1,338409,32898.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
106,53,7,6,3,2,0,6,50,0,95647,24126.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2170,68,11,12,1,2,0,36,30,1,166149,28718.71,1,-2206,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1524,18,7,13,5,8,0,1,15,1,46247,21254.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1758,21,3,12,6,5,0,1,40,0,165475,14036.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1437,45,6,18,3,9,0,17,36,0,46406,21551.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2459,80,3,5,2,8,1,23,30,0,184335,22539.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2227,40,10,21,5,9,0,6,40,0,185145,24151.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1174,35,13,21,5,10,1,1,40,0,119098,40442.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
718,32,17,12,10,2,1,4,48,0,231043,129608.0,1,5178,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1629,22,5,9,3,5,0,1,35,1,311764,16524.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
801,22,2,12,5,1,0,2,40,1,99697,18325.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
818,25,3,13,1,2,1,3,40,0,98155,16139.94,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1007,31,9,12,9,9,1,1,40,1,316672,28061.23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2089,32,5,13,6,7,1,4,50,0,236770,17646.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227,32,3,12,9,2,0,9,34,1,183916,19535.76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
737,57,5,12,9,5,1,33,42,0,34269,18395.0,1,-653,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1951,51,12,6,7,1,1,1,40,0,270194,40979.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
951,35,12,20,2,6,1,6,80,0,199352,37111.0,1,-1977,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2499,47,11,17,8,6,0,3,40,0,168283,27002.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1476,26,13,12,4,9,0,1,40,0,163189,52398.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
400,45,8,12,1,8,0,8,28,1,45857,20758.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
617,24,10,13,1,9,1,2,45,1,140027,34226.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
488,36,4,12,2,6,0,6,40,1,27053,15053.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
286,26,5,17,2,6,1,5,40,0,59306,16018.32,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1315,38,6,12,8,4,0,1,48,1,83727,22067.28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2245,57,5,12,8,7,0,10,55,0,73309,15382.08,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1993,23,5,5,7,1,1,2,40,0,336360,23094.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1674,46,2,13,4,8,0,3,40,0,138999,15772.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1645,21,6,13,4,3,0,3,10,0,142766,22622.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2273,47,10,12,2,9,1,7,50,0,165937,28368.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
380,30,3,9,5,2,1,4,19,1,426017,19019.11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,49,14,18,5,3,1,4,45,0,192776,61660.0,1,-1977,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
836,31,7,16,7,5,0,1,40,1,78602,18701.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
